Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_1,dock_availability_1,bike_availability_2,dock_availability_2,bike_availability_3,dock_availability_3,bike_availability_4,dock_availability_4,availability,dock_availability
2022-09-01 00:00:00+00:00,0.0,-2.5,3.4,8,0,3,0,False,,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558,0.9830555555555558
2022-09-01 01:00:00+00:00,0.0,-2.5,4.1,8,0,3,1,False,0.0,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004,0.9825000000000004
2022-09-01 02:00:00+00:00,0.0,-2.3,3.6,8,0,3,2,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022-09-01 03:00:00+00:00,0.0,-2.0,4.3,8,0,3,3,False,0.0,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669,0.9791666666666669
2022-09-01 04:00:00+00:00,0.0,-1.7,4.1,8,0,3,4,False,0.0,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114,0.9836111111111114
2022-09-01 05:00:00+00:00,0.0,-1.8,3.7,8,1,3,5,False,0.0,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222,0.9822222222222222
2022-09-01 06:00:00+00:00,0.0,-1.9,3.5,8,0,3,6,False,1.0,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889,0.983888888888889
2022-09-01 07:00:00+00:00,0.0,-1.7,3.7,8,1,3,7,False,0.0,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222,0.9972222222222222
2022-09-01 08:00:00+00:00,0.0,-1.6,3.9,8,0,3,8,False,1.0,0.9808333333333332,0.9808333333333332,0.5313888888888888,0.5122222222222221,0.1822222222222221,0.1680555555555555,0.7883333333333332,0.813611111111111,0.9808333333333332,0.9808333333333332
2022-09-01 09:00:00+00:00,0.0,-1.6,3.5,8,1,3,9,False,0.0,0.4341666666666666,0.4163888888888888,0.0,0.0,0.5519444444444443,0.5638888888888888,0.9980555555555554,0.9980555555555554,0.9980555555555554,0.9980555555555554
2022-09-01 10:00:00+00:00,0.0,-1.5,4.0,7,2,3,10,False,1.0,0.2536111111111111,0.27,0.7294444444444442,0.7394444444444441,0.6525,0.6469444444444444,0.9819444444444442,0.9819444444444442,0.9819444444444442,0.9819444444444442
2022-09-01 11:00:00+00:00,0.0,-1.2,4.7,7,3,3,11,False,2.0,0.9825,0.9825,0.436388888888889,0.4488888888888889,0.9825,0.9825,0.9825,0.9825,0.5302777777777778,0.5297222222222222
