Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_381,dock_availability_381,availability,dock_availability
2022-05-01 00:00:00+00:00,0.0,-3.0,3.1,6,0.0,6,0,False,,0.2647222222222222,0.2799999999999999,0.717986111111111,0.9877777777777776
2022-05-01 01:00:00+00:00,0.0,-3.8,1.1,6,0.0,6,1,False,0.0,0.9908333333333332,0.9908333333333332,0.7431249999999999,0.9908333333333332
2022-05-01 02:00:00+00:00,0.0,-3.8,2.8,6,0.0,6,2,False,0.0,0.9811111111111108,0.9811111111111108,0.7358333333333331,0.9811111111111108
2022-05-01 03:00:00+00:00,0.0,-4.0,2.6,6,0.0,6,3,False,0.0,0.9924999999999996,0.9924999999999996,0.7443749999999997,0.9924999999999996
2022-05-01 04:00:00+00:00,0.0,-3.6,3.4,6,0.0,6,4,False,0.0,0.9905555555555552,0.9905555555555552,0.7429166666666664,0.9905555555555552
2022-05-01 05:00:00+00:00,0.0,-3.7,3.0,6,0.0,6,5,False,0.0,0.9891666666666664,0.9891666666666664,0.7418749999999998,0.9891666666666664
2022-05-01 06:00:00+00:00,0.0,-3.8,1.7,6,0.0,6,6,False,0.0,0.9866666666666668,0.9866666666666668,0.5474305555555556,0.9866666666666668
2022-05-01 07:00:00+00:00,0.0,-5.2,1.4,4,2.0,6,7,False,0.0,0.9791666666666664,0.9791666666666664,0.4895833333333332,0.9791666666666664
2022-05-01 08:00:00+00:00,0.0,-3.9,2.4,4,0.0,6,8,False,2.0,0.950277777777778,0.950277777777778,0.5953472222222224,0.950277777777778
2022-05-01 09:00:00+00:00,0.0,-3.3,3.4,4,2.0,6,9,False,0.0,0.9869444444444444,0.9869444444444444,0.6541666666666666,0.9869444444444444
2022-05-01 10:00:00+00:00,0.0,-3.5,1.6,6,2.0,6,10,False,2.0,0.97,0.97,0.9572916666666668,0.97
2022-05-01 11:00:00+00:00,0.0,-2.7,2.2,6,7.0,6,11,False,2.0,0.987222222222222,0.987222222222222,0.9666666666666666,0.987222222222222
2022-05-01 12:00:00+00:00,0.0,-2.3,1.4,6,1.0,6,12,False,7.0,0.985,0.985,0.7481249999999999,0.985
2022-05-01 13:00:00+00:00,0.0,-1.4,3.6,2,4.0,6,13,False,1.0,0.9511111111111112,0.9511111111111112,0.8465972222222224,0.9511111111111112
2022-05-01 14:00:00+00:00,0.0,-0.9,1.3,2,1.0,6,14,False,4.0,0.9852777777777778,0.9852777777777778,0.9852777777777778,0.9852777777777778
2022-05-01 15:00:00+00:00,0.0,-0.3,4.3,2,4.0,6,15,False,1.0,0.9863888888888884,0.9863888888888884,0.9863888888888884,0.9863888888888884
2022-05-01 16:00:00+00:00,0.0,0.0,3.7,2,3.0,6,16,False,4.0,0.9905555555555554,0.9905555555555554,0.9905555555555554,0.9905555555555554
2022-05-01 17:00:00+00:00,0.0,-0.4,2.3,2,2.0,6,17,False,3.0,0.9997222222222224,0.9997222222222224,0.9997222222222224,0.9997222222222224
2022-05-01 18:00:00+00:00,0.0,-0.7,3.6,2,2.0,6,18,False,2.0,0.6152777777777778,0.6236111111111111,0.8228472222222223,0.9897222222222222
2022-05-01 19:00:00+00:00,0.0,-0.9,5.4,0,2.0,6,19,False,2.0,0.9855555555555554,0.9855555555555554,0.903125,0.9855555555555554
2022-05-01 20:00:00+00:00,0.0,-1.3,3.3,0,1.0,6,20,False,2.0,0.995,0.995,0.74625,0.995
2022-05-01 21:00:00+00:00,0.0,-1.3,4.6,0,0.0,6,21,False,1.0,0.3369444444444444,0.3202777777777778,0.8816666666666664,0.9855555555555552
2022-05-01 22:00:00+00:00,0.0,-1.2,5.5,0,0.0,6,22,False,0.0,0.0,0.0,0.9802777777777776,0.9802777777777776
2022-05-01 23:00:00+00:00,0.0,-0.7,6.2,0,0.0,6,23,False,0.0,0.0980555555555555,0.1202777777777777,0.9830555555555552,0.9830555555555552
2022-05-02 00:00:00+00:00,0.0,-1.6,1.7,0,0.0,0,0,False,0.0,0.9699999999999998,0.9699999999999998,0.9699999999999998,0.9699999999999998
2022-05-02 01:00:00+00:00,0.0,-2.3,1.9,0,0.0,0,1,False,0.0,0.968333333333333,0.968333333333333,0.968333333333333,0.968333333333333
2022-05-02 02:00:00+00:00,0.0,-3.5,0.4,0,0.0,0,2,False,0.0,0.9913888888888888,0.9913888888888888,0.9913888888888888,0.9913888888888888
2022-05-02 03:00:00+00:00,0.0,-3.5,1.6,0,0.0,0,3,False,0.0,0.9819444444444446,0.9819444444444446,0.9819444444444446,0.9819444444444446
2022-05-02 04:00:00+00:00,0.0,-2.7,1.0,0,0.0,0,4,False,0.0,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222
2022-05-02 05:00:00+00:00,0.0,-4.1,1.4,0,10.0,0,5,False,0.0,0.985555555555556,0.985555555555556,0.985555555555556,0.985555555555556
2022-05-02 06:00:00+00:00,0.0,-4.8,0.7,0,10.0,0,6,False,10.0,0.9866666666666664,0.9866666666666664,0.9520138888888886,0.9866666666666664
2022-05-02 07:00:00+00:00,0.0,-5.0,1.2,1,3.0,0,7,False,10.0,1.0000000000000002,1.0000000000000002,0.8855555555555557,1.0000000000000002
2022-05-02 08:00:00+00:00,0.0,-4.3,1.1,1,0.0,0,8,False,3.0,0.555,0.5300000000000001,0.6915972222222222,0.9869444444444444
2022-05-02 09:00:00+00:00,0.0,-3.6,1.3,1,5.0,0,9,False,0.0,0.0,0.0,0.6012500000000001,0.9191666666666668
2022-05-02 10:00:00+00:00,0.0,-1.7,1.9,4,3.0,0,10,False,5.0,0.581388888888889,0.596388888888889,0.7315277777777778,0.9808333333333332
2022-05-02 11:00:00+00:00,0.0,-0.4,1.3,4,0.0,0,11,False,3.0,0.9538888888888892,0.9538888888888892,0.6104166666666667,0.9538888888888892
2022-05-02 12:00:00+00:00,0.0,3.0,2.4,4,0.0,0,12,False,0.0,0.523611111111111,0.4902777777777777,0.7551388888888888,0.7174999999999998
2022-05-02 13:00:00+00:00,0.0,2.8,3.6,4,7.0,0,13,False,0.0,0.0,0.0,0.7168749999999998,0.0
2022-05-02 14:00:00+00:00,0.0,3.0,2.2,4,20.0,0,14,False,7.0,0.0,0.0236111111111111,0.4940277777777778,0.0
2022-05-02 15:00:00+00:00,0.0,3.4,4.7,4,9.0,0,15,False,20.0,0.5497222222222222,0.4683333333333333,0.5438194444444445,0.0
2022-05-02 16:00:00+00:00,0.0,2.8,4.0,7,9.0,0,16,False,9.0,0.0,0.0,0.8605555555555556,0.783888888888889
2022-05-02 17:00:00+00:00,0.0,2.9,4.6,7,5.0,0,17,False,9.0,0.6602777777777779,0.6533333333333333,0.9275000000000002,0.9825000000000002
2022-05-02 18:00:00+00:00,0.0,2.5,3.9,7,5.0,0,18,False,5.0,0.0763888888888889,0.0672222222222222,0.6790972222222224,0.9808333333333336
2022-05-02 19:00:00+00:00,0.0,2.9,4.7,8,2.0,0,19,False,5.0,0.0,0.0163888888888888,0.9430555555555556,0.9855555555555556
2022-05-02 20:00:00+00:00,0.0,3.0,2.9,8,1.0,0,20,False,2.0,0.9816666666666666,0.9816666666666666,0.9816666666666666,0.9816666666666666
2022-05-02 21:00:00+00:00,0.0,3.6,4.6,8,1.0,0,21,False,1.0,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112
2022-05-02 22:00:00+00:00,0.0,3.7,3.6,8,0.0,0,22,False,1.0,0.9341666666666668,0.9341666666666668,0.9341666666666668,0.9341666666666668
2022-05-02 23:00:00+00:00,0.0,3.7,2.5,8,0.0,0,23,False,0.0,0.9874999999999996,0.9874999999999996,0.9874999999999996,0.9874999999999996
2022-05-03 00:00:00+00:00,0.0,-3.0,1.0,1,0.0,1,0,False,0.0,0.9552777777777776,0.9552777777777776,0.9552777777777776,0.9552777777777776
2022-05-03 01:00:00+00:00,0.0,-3.0,1.3,1,0.0,1,1,False,0.0,0.9847222222222218,0.9847222222222218,0.9847222222222218,0.9847222222222218
2022-05-03 02:00:00+00:00,0.0,-3.1,1.5,1,0.0,1,2,False,0.0,0.9861111111111108,0.9861111111111108,0.9861111111111108,0.9861111111111108
2022-05-03 03:00:00+00:00,0.0,-3.9,0.2,1,0.0,1,3,False,0.0,0.9930555555555552,0.9930555555555552,0.9930555555555552,0.9930555555555552
2022-05-03 04:00:00+00:00,0.0,-4.2,0.4,1,0.0,1,4,False,0.0,0.9816666666666668,0.9816666666666668,0.9816666666666668,0.9816666666666668
2022-05-03 05:00:00+00:00,0.0,-3.3,0.2,1,7.0,1,5,False,0.0,0.987222222222222,0.987222222222222,0.987222222222222,0.987222222222222
2022-05-03 06:00:00+00:00,0.0,-2.2,0.4,1,7.0,1,6,False,7.0,0.8236111111111111,0.7997222222222222,0.973611111111111,0.9813888888888888
2022-05-03 07:00:00+00:00,0.0,-2.2,0.8,7,5.0,1,7,False,7.0,0.2858333333333333,0.2202777777777778,0.4874305555555556,0.2255555555555555
2022-05-03 08:00:00+00:00,0.0,-2.6,0.4,7,2.0,1,8,False,5.0,0.1836111111111111,0.175,0.2045833333333333,0.0169444444444444
2022-05-03 09:00:00+00:00,0.0,-1.7,0.8,7,0.0,1,9,False,2.0,0.0,0.0,0.3414583333333333,0.5936111111111111
2022-05-03 10:00:00+00:00,0.0,-1.1,0.3,5,4.0,1,10,False,0.0,0.1022222222222222,0.1016666666666666,0.4309027777777777,0.3813888888888889
2022-05-03 11:00:00+00:00,0.0,0.7,1.9,5,2.0,1,11,False,4.0,0.1358333333333333,0.1522222222222222,0.2469444444444443,0.0
2022-05-03 12:00:00+00:00,0.0,1.9,1.6,5,2.0,1,12,False,2.0,0.1172222222222222,0.1011111111111111,0.4838888888888888,0.0
2022-05-03 13:00:00+00:00,0.0,2.7,2.5,2,10.0,1,13,False,2.0,0.0083333333333333,0.0569444444444444,0.572916666666667,0.0
2022-05-03 14:00:00+00:00,0.0,3.5,2.6,2,24.0,1,14,False,10.0,0.4819444444444444,0.5555555555555555,0.4908333333333334,0.0
2022-05-03 15:00:00+00:00,0.0,4.0,2.4,2,12.0,1,15,False,24.0,0.7255555555555556,0.7011111111111111,0.5947916666666666,0.2919444444444444
2022-05-03 16:00:00+00:00,0.0,4.6,2.0,3,7.0,1,16,False,12.0,0.0569444444444444,0.0327777777777777,0.9234722222222224,0.9847222222222224
2022-05-03 17:00:00+00:00,0.0,3.3,1.7,3,3.0,1,17,False,7.0,0.0,0.0,0.9658333333333332,0.9658333333333332
2022-05-03 18:00:00+00:00,0.0,2.6,1.1,3,2.0,1,18,False,3.0,0.0,0.0,0.997222222222222,0.997222222222222
2022-05-03 19:00:00+00:00,0.0,1.4,1.2,6,5.0,1,19,False,2.0,0.5152777777777777,0.554722222222222,0.8700000000000001,0.9836111111111112
