Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,bike_availability_550,dock_availability_550,availability,dock_availability
2022-08-01 00:00:00+00:00,0.2,-3.5,6.1,8,0.0,0,0,False,,0.8611111111111112,0.8611111111111112,0.8611111111111108,0.8611111111111112
2022-08-01 01:00:00+00:00,0.1,-3.4,6.1,8,0.0,0,1,False,0.0,0.9797222222222224,0.9797222222222224,0.9797222222222222,0.9797222222222224
2022-08-01 02:00:00+00:00,0.3,-3.5,4.1,8,0.0,0,2,False,0.0,0.9755555555555554,0.9755555555555554,0.9755555555555556,0.9755555555555554
2022-08-01 03:00:00+00:00,0.2,-3.5,4.3,8,3.0,0,3,False,0.0,0.9811111111111108,0.9811111111111108,0.9811111111111112,0.9811111111111108
2022-08-01 04:00:00+00:00,0.2,-3.4,4.3,8,1.0,0,4,False,3.0,0.9988888888888888,0.9988888888888888,0.9988888888888888,0.9988888888888888
2022-08-01 05:00:00+00:00,0.2,-3.5,5.0,8,30.0,0,5,False,1.0,0.9980555555555554,0.9980555555555554,0.9980555555555556,0.9980555555555554
2022-08-01 06:00:00+00:00,0.0,-3.3,4.0,8,28.0,0,6,False,30.0,0.9830555555555556,0.9830555555555556,0.9830555555555556,0.9830555555555556
2022-08-01 07:00:00+00:00,0.3,-3.7,3.6,0,15.0,0,7,False,28.0,0.96,0.96,0.9600000000000004,0.96
2022-08-01 08:00:00+00:00,0.2,-3.6,3.6,0,10.0,0,8,False,15.0,0.9963888888888884,0.9963888888888884,0.9963888888888888,0.9963888888888884
2022-08-01 09:00:00+00:00,0.3,-3.7,2.6,0,8.0,0,9,False,10.0,0.9958333333333332,0.9958333333333332,0.9958333333333332,0.9958333333333332
2022-08-01 10:00:00+00:00,0.0,-3.5,3.9,7,14.0,0,10,False,8.0,0.981111111111111,0.981111111111111,0.9811111111111112,0.981111111111111
2022-08-01 11:00:00+00:00,0.1,-3.3,2.6,7,8.0,0,11,False,14.0,0.982777777777778,0.982777777777778,0.982777777777778,0.982777777777778
2022-08-01 12:00:00+00:00,0.1,-3.0,2.4,7,9.0,0,12,False,8.0,0.9908333333333332,0.9908333333333332,0.9908333333333328,0.9908333333333332
2022-08-01 13:00:00+00:00,0.0,-2.6,2.0,7,19.0,0,13,False,9.0,0.9794444444444445,0.9794444444444445,0.9794444444444448,0.9794444444444445
2022-08-01 14:00:00+00:00,0.0,-2.5,1.7,7,28.0,0,14,False,19.0,0.9805555555555556,0.9805555555555556,0.980555555555556,0.9805555555555556
2022-08-01 15:00:00+00:00,0.0,-2.6,2.5,7,38.0,0,15,False,28.0,0.9788888888888888,0.9788888888888888,0.9788888888888888,0.9788888888888888
