Unnamed: 0,Nedbør (1 t),Lufttemperatur,Middelvind,Skydekke,count,weekday,hour,isHoliday,count_last_hour,month,bike_availability_445.0,dock_availability_445.0,bike_availability_627.0,dock_availability_627.0,num_bikes_available
2021-06-01 00:00:00+00:00,0.0,-10.6,0.4,1,0,1,0,False,,6,0.9736111111111112,0.9736111111111112,0.0,0.0,30
2021-06-01 01:00:00+00:00,0.0,-10.3,0.7,1,0,1,1,False,0.0,6,0.9383333333333332,0.9383333333333332,0.0,0.0,30
2021-06-01 02:00:00+00:00,0.0,-11.2,1.8,1,0,1,2,False,0.0,6,0.9908333333333332,0.9908333333333332,0.0,0.0,30
2021-06-01 03:00:00+00:00,0.0,-11.0,2.0,1,0,1,3,False,0.0,6,0.9738888888888888,0.9738888888888888,0.0,0.0,30
2021-06-01 04:00:00+00:00,0.0,-10.8,1.6,1,0,1,4,False,0.0,6,0.9202777777777778,0.9202777777777778,0.0,0.0,30
2021-06-01 05:00:00+00:00,0.0,-11.3,0.8,1,2,1,5,False,0.0,6,0.4080555555555555,0.4080555555555555,0.0,0.0,30
2021-06-01 06:00:00+00:00,0.0,-11.0,0.7,1,1,1,6,False,2.0,6,0.5308333333333333,0.5308333333333333,0.0,0.0,30
2021-06-01 07:00:00+00:00,0.0,-11.1,0.8,1,0,1,7,False,1.0,6,0.7338888888888888,0.7338888888888888,0.4647222222222222,0.7338888888888888,20
2021-06-01 08:00:00+00:00,0.0,-10.8,2.5,1,0,1,8,False,0.0,6,0.9775,0.9775,0.9775,0.9775,21
2021-06-01 09:00:00+00:00,0.0,-10.8,1.8,1,1,1,9,False,0.0,6,0.9836111111111112,0.9836111111111112,0.9836111111111112,0.9836111111111112,24
2021-06-01 10:00:00+00:00,0.0,-10.7,2.0,3,1,1,10,False,1.0,6,0.9163888888888888,0.9163888888888888,0.9163888888888888,0.9163888888888888,26
2021-06-01 11:00:00+00:00,0.0,-10.0,2.3,3,0,1,11,False,1.0,6,0.9338888888888888,0.9338888888888888,0.9338888888888888,0.9338888888888888,26
2021-06-01 12:00:00+00:00,0.0,-9.4,2.2,3,1,1,12,False,0.0,6,0.9419444444444446,0.9419444444444446,0.9419444444444446,0.9419444444444446,25
2021-06-01 13:00:00+00:00,0.0,-9.3,4.0,7,2,1,13,False,1.0,6,0.9647222222222224,0.9647222222222224,0.9647222222222224,0.9647222222222224,27
2021-06-01 14:00:00+00:00,0.0,-9.2,3.4,7,1,1,14,False,2.0,6,0.5330555555555556,0.5330555555555556,0.5330555555555556,0.5330555555555556,31
2021-06-01 15:00:00+00:00,0.1,-9.3,3.9,7,3,1,15,False,1.0,6,0.9491666666666668,0.9491666666666668,0.9491666666666668,0.9491666666666668,30
2021-06-01 16:00:00+00:00,0.0,-9.1,4.8,6,3,1,16,False,3.0,6,0.951388888888889,0.951388888888889,0.951388888888889,0.951388888888889,31
2021-06-01 17:00:00+00:00,0.0,-8.2,2.4,6,5,1,17,False,3.0,6,0.9891666666666666,0.9891666666666666,0.9891666666666666,0.9891666666666666,31
2021-06-01 18:00:00+00:00,0.0,-7.5,2.0,6,0,1,18,False,5.0,6,0.9727777777777776,0.9727777777777776,0.9727777777777776,0.9727777777777776,33
2021-06-01 19:00:00+00:00,0.0,-7.2,0.9,8,1,1,19,False,0.0,6,0.9977777777777778,0.9977777777777778,0.9977777777777778,0.9977777777777778,31
2021-06-01 20:00:00+00:00,0.0,-6.2,2.9,8,0,1,20,False,1.0,6,0.982222222222222,0.982222222222222,0.982222222222222,0.982222222222222,27
2021-06-01 21:00:00+00:00,0.0,-5.5,4.6,8,0,1,21,False,0.0,6,0.93,0.93,0.93,0.93,27
2021-06-01 22:00:00+00:00,0.0,-5.5,5.3,8,0,1,22,False,0.0,6,0.9669444444444444,0.9669444444444444,0.9669444444444444,0.9669444444444444,29
2021-06-01 23:00:00+00:00,0.0,-5.4,5.4,8,0,1,23,False,0.0,6,0.9975,0.9975,0.9975,0.9975,30
2021-06-02 00:00:00+00:00,0.0,-7.0,4.8,2,0,2,0,False,0.0,6,0.9730555555555556,0.9730555555555556,0.9730555555555556,0.9730555555555556,30
2021-06-02 01:00:00+00:00,0.0,-7.0,3.8,2,0,2,1,False,0.0,6,0.9197222222222224,0.9197222222222224,0.9197222222222224,0.9197222222222224,30
2021-06-02 02:00:00+00:00,0.0,-6.2,3.9,2,0,2,2,False,0.0,6,0.965,0.965,0.965,0.965,30
2021-06-02 03:00:00+00:00,0.0,-6.5,4.1,2,0,2,3,False,0.0,6,0.8997222222222222,0.8997222222222222,0.8997222222222222,0.8997222222222222,30
2021-06-02 04:00:00+00:00,0.0,-6.5,4.4,2,0,2,4,False,0.0,6,0.9433333333333334,0.9433333333333334,0.9433333333333334,0.9433333333333334,30
2021-06-02 05:00:00+00:00,0.0,-7.2,3.4,2,1,2,5,False,0.0,6,0.9697222222222224,0.9697222222222224,0.9697222222222224,0.9697222222222224,30
2021-06-02 06:00:00+00:00,0.0,-7.4,4.6,2,3,2,6,False,1.0,6,0.992777777777778,0.992777777777778,0.992777777777778,0.992777777777778,30
2021-06-02 07:00:00+00:00,0.0,-7.9,3.6,2,1,2,7,False,3.0,6,0.9933333333333334,0.9933333333333334,0.9933333333333334,0.9933333333333334,10
2021-06-02 08:00:00+00:00,0.0,-8.3,3.2,2,0,2,8,False,1.0,6,0.7277777777777777,0.7277777777777777,0.7277777777777777,0.7277777777777777,11
2021-06-02 09:00:00+00:00,0.0,-8.2,3.7,2,0,2,9,False,0.0,6,0.7355555555555555,0.7355555555555555,0.7355555555555555,0.7355555555555555,14
2021-06-02 10:00:00+00:00,0.0,-7.5,2.8,1,0,2,10,False,0.0,6,0.7377777777777779,0.7377777777777779,0.7377777777777779,0.7377777777777779,17
2021-06-02 11:00:00+00:00,0.0,-6.0,5.1,1,1,2,11,False,0.0,6,0.8230555555555557,0.8230555555555557,0.8230555555555557,0.8230555555555557,17
2021-06-02 12:00:00+00:00,0.0,-4.6,3.3,1,1,2,12,False,1.0,6,0.8783333333333334,0.8783333333333334,0.8783333333333334,0.8783333333333334,17
2021-06-02 13:00:00+00:00,0.0,-3.9,2.5,1,6,2,13,False,1.0,6,0.8325,0.8325,0.8325,0.8325,19
2021-06-02 14:00:00+00:00,0.0,-3.8,3.0,1,3,2,14,False,6.0,6,0.8577777777777779,0.8577777777777779,0.8577777777777779,0.8577777777777779,20
2021-06-02 15:00:00+00:00,0.0,-4.1,4.2,1,5,2,15,False,3.0,6,0.9780555555555556,0.9780555555555556,0.9780555555555556,0.9780555555555556,23
2021-06-02 16:00:00+00:00,0.0,-4.6,3.0,1,1,2,16,False,5.0,6,0.9908333333333332,0.9908333333333332,0.9908333333333332,0.9908333333333332,21
2021-06-02 17:00:00+00:00,0.0,-5.9,3.3,1,3,2,17,False,1.0,6,0.8363888888888887,0.8363888888888887,0.8363888888888887,0.8363888888888887,22
2021-06-02 18:00:00+00:00,0.0,-7.1,2.6,1,2,2,18,False,3.0,6,0.8711111111111112,0.8711111111111112,0.8711111111111112,0.8711111111111112,19
2021-06-02 19:00:00+00:00,0.0,-7.2,2.8,0,0,2,19,False,2.0,6,0.8066666666666666,0.8066666666666666,0.8066666666666666,0.8066666666666666,18
2021-06-02 20:00:00+00:00,0.0,-7.3,3.0,0,0,2,20,False,0.0,6,0.7494444444444445,0.7494444444444445,0.7494444444444445,0.7494444444444445,19
2021-06-02 21:00:00+00:00,0.0,-7.1,3.9,0,0,2,21,False,0.0,6,0.6924999999999999,0.6924999999999999,0.6924999999999999,0.6924999999999999,18
2021-06-02 22:00:00+00:00,0.0,-6.5,6.8,2,0,2,22,False,0.0,6,0.7491666666666666,0.7491666666666666,0.7491666666666666,0.7491666666666666,19
2021-06-02 23:00:00+00:00,0.0,-6.6,5.3,2,0,2,23,False,0.0,6,0.9686111111111112,0.9686111111111112,0.9686111111111112,0.9686111111111112,22
2021-06-03 00:00:00+00:00,0.0,-3.1,0.6,2,0,3,0,False,0.0,6,0.7586111111111112,0.7586111111111112,0.7586111111111112,0.7586111111111112,23
2021-06-03 01:00:00+00:00,0.0,-3.2,0.0,2,0,3,1,False,0.0,6,0.7652777777777778,0.7652777777777778,0.7652777777777778,0.7652777777777778,23
2021-06-03 02:00:00+00:00,0.0,-2.7,1.1,2,0,3,2,False,0.0,6,0.9336111111111112,0.9336111111111112,0.9336111111111112,0.9336111111111112,24
2021-06-03 03:00:00+00:00,0.0,-2.3,1.0,2,0,3,3,False,0.0,6,0.95,0.95,0.95,0.95,24
2021-06-03 04:00:00+00:00,0.0,-2.4,1.3,2,0,3,4,False,0.0,6,0.9508333333333334,0.9508333333333334,0.9508333333333334,0.9508333333333334,24
2021-06-03 05:00:00+00:00,0.0,-3.3,1.3,2,1,3,5,False,0.0,6,0.775,0.775,0.775,0.775,24
2021-06-03 06:00:00+00:00,0.0,-3.7,0.8,2,3,3,6,False,1.0,6,0.8461111111111111,0.8461111111111111,0.8461111111111111,0.8461111111111111,24
